# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-s" "1" "-t" "gene" "-M" "-g" "gene_id" "-a" "./genomic.gtf" "-o" "counts3.txt" "37D1_control1_sorted.bam" "37D2_control2_sorted.bam" "37D3_control3_sorted.bam" "46D1_elevtemp_sorted.bam" "46D2_elevtemp2_sorted.bam" "46D3_elevtemp3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	37D1_control1_sorted.bam	37D2_control2_sorted.bam	37D3_control3_sorted.bam	46D1_elevtemp_sorted.bam	46D2_elevtemp2_sorted.bam	46D3_elevtemp3_sorted.bam
PA0375	NC_002516.2	419562	420569	+	1008	9	0	4	2	4	1
PA0376	NC_002516.2	420683	421537	+	855	36	20	26	78	62	121
PA0377	NC_002516.2	421602	422207	+	606	2	0	2	2	3	4
PA0378	NC_002516.2	422212	422943	-	732	0	0	0	0	0	0
PA0379	NC_002516.2	422980	423357	+	378	0	2	0	0	2	0
PA0380	NC_002516.2	423460	423660	+	201	0	0	0	0	0	0
PA0381	NC_002516.2	423719	424516	+	798	4	0	0	2	0	0
PA0382	NC_002516.2	424670	425341	+	672	2	2	0	2	0	0
PA0383	NC_002516.2	425504	426850	+	1347	0	2	0	0	0	0
PA0384	NC_002516.2	426863	427120	-	258	0	0	2	0	0	1
PA0385	NC_002516.2	427182	427505	-	324	0	0	0	0	0	0
PA0386	NC_002516.2	427586	428740	-	1155	0	0	0	0	0	0
PA0387	NC_002516.2	428861	429454	-	594	0	1	0	0	0	0
PA0388	NC_002516.2	429451	429870	-	420	0	0	0	0	0	2
PA0389	NC_002516.2	430002	430622	-	621	12	16	18	2	6	6
PA0390	NC_002516.2	430630	431769	-	1140	6	0	2	2	4	2
PA0391	NC_002516.2	431858	433825	-	1968	6	4	0	2	2	8
PA0392	NC_002516.2	434226	434819	-	594	0	0	0	0	1	2
PA0393	NC_002516.2	434830	435651	-	822	0	0	2	0	2	0
PA0394	NC_002516.2	435663	436355	-	693	22	10	20	57	36	94
PA0395	NC_002516.2	436570	437604	+	1035	8	6	6	6	4	2
PA0396	NC_002516.2	437782	438930	+	1149	6	6	4	6	0	4
PA0397	NC_002516.2	438938	439837	-	900	0	2	0	4	0	0
PA0398	NC_002516.2	439991	440395	+	405	4	0	0	2	0	0
PA0399	NC_002516.2	440638	442011	+	1374	0	0	0	0	0	2
PA0400	NC_002516.2	442008	443192	+	1185	4	0	0	4	0	0
PA0401	NC_002516.2	443419	444690	-	1272	8	6	2	4	0	2
PA0402	NC_002516.2	444687	445691	-	1005	12	6	8	6	10	2
PA0403	NC_002516.2	445715	446227	-	513	0	0	0	2	0	0
PA0404	NC_002516.2	446339	446773	-	435	1	0	0	0	2	0
PA0405	NC_002516.2	446773	447342	-	570	6	0	0	2	2	5
PA0406	NC_002516.2	447391	448350	-	960	2	2	0	6	4	7
PA0407	NC_002516.2	448431	449384	-	954	12	18	14	8	24	38
PA0408	NC_002516.2	449639	450046	+	408	59	32	38	16	34	38
PA0409	NC_002516.2	450093	450458	+	366	26	28	30	25	10	22
PA0410	NC_002516.2	450509	451045	+	537	0	0	1	0	0	1
PA0411	NC_002516.2	451130	453178	+	2049	129	72	50	41	42	55
PA0412	NC_002516.2	453239	454114	+	876	4	6	0	2	2	2
PA0413	NC_002516.2	454126	461544	+	7419	30	11	20	10	16	26
PA0414	NC_002516.2	461537	462568	+	1032	1	0	3	0	0	2
PA0415	NC_002516.2	462565	463071	+	507	0	0	0	2	0	0
PA0416	NC_002516.2	463079	463873	+	795	0	0	0	0	0	1
PA0417	NC_002516.2	463949	464560	+	612	0	0	0	0	1	1
PA0418	NC_002516.2	464568	465983	-	1416	1	5	0	2	3	2
PA0419	NC_002516.2	466018	466740	-	723	0	0	0	0	0	0
PA0420	NC_002516.2	466833	468236	-	1404	7	0	6	4	10	16
PA0421	NC_002516.2	468410	469900	+	1491	2	0	2	0	4	4
PA0422	NC_002516.2	470081	470650	+	570	28	12	6	14	8	15
PA0423	NC_002516.2	470662	471237	+	576	32	18	16	6	11	11
PA0424	NC_002516.2	471306	471749	-	444	0	2	0	16	8	12
PA0425	NC_002516.2	472024	473175	+	1152	2	2	5	4	8	4
PA0426	NC_002516.2	473191	476331	+	3141	24	22	12	24	23	32
PA0427	NC_002516.2	476333	477790	+	1458	112	56	70	68	87	96
PA0428	NC_002516.2	477886	479805	-	1920	2	2	12	20	14	22
PA0429	NC_002516.2	480056	481126	-	1071	4	2	2	0	3	4
PA0430	NC_002516.2	481196	482068	-	873	2	0	0	0	2	0
PA0431	NC_002516.2	482111	482665	-	555	6	4	5	5	14	9
PA0432	NC_002516.2	482706	484115	-	1410	62	34	30	61	40	60
PA0433	NC_002516.2	484404	484838	+	435	0	0	0	0	0	0
PA0434	NC_002516.2	484964	487156	+	2193	2	0	0	0	0	0
PA0435	NC_002516.2	487167	488645	+	1479	0	0	0	0	0	0
PA0436	NC_002516.2	488730	489350	+	621	38	24	10	12	18	17
PA0437	NC_002516.2	489387	490658	-	1272	4	0	0	0	0	0
PA0438	NC_002516.2	490648	491898	-	1251	0	0	0	0	2	0
PA0439	NC_002516.2	492080	493357	-	1278	0	0	0	0	0	0
PA0440	NC_002516.2	493354	494721	-	1368	0	0	0	0	0	0
PA0441	NC_002516.2	494816	496255	-	1440	2	0	3	0	0	0
PA0442	NC_002516.2	496362	496478	-	117	1	0	0	0	0	0
PA0443	NC_002516.2	496871	498361	+	1491	4	4	1	0	0	2
PA0444	NC_002516.2	498420	499703	+	1284	0	0	0	0	1	0
PA0445	NC_002516.2	500104	501120	-	1017	2	2	4	6	8	8
PA0446	NC_002516.2	501376	502599	-	1224	2	0	0	0	0	0
PA0447	NC_002516.2	502719	503900	-	1182	10	2	2	8	4	2
PA0448	NC_002516.2	504121	505029	+	909	2	2	0	0	0	0
PA0449	NC_002516.2	505047	505586	+	540	28	22	8	34	42	46
PA0450	NC_002516.2	505629	507251	-	1623	0	0	0	0	0	2
PA0451	NC_002516.2	507631	508962	+	1332	2	0	0	0	0	0
PA0452	NC_002516.2	508959	509753	+	795	0	0	0	0	0	0
PA0451a	NC_002516.2	509861	510592	+	732	0	0	0	0	0	0
PA0454	NC_002516.2	510589	512790	-	2202	8	0	0	2	4	0
PA0455	NC_002516.2	513051	514427	-	1377	3	0	2	1	0	4
PA0456	NC_002516.2	514775	514984	+	210	100	86	98	68	113	147
PA0457	NC_002516.2	515135	515659	+	525	0	0	0	0	0	0
PA0457.1	NC_002516.2	515653	516027	-	375	0	0	0	0	0	0
PA0458	NC_002516.2	516029	517462	-	1434	0	0	0	0	0	0
PA0459	NC_002516.2	518083	520635	+	2553	35	26	28	24	18	45
PA0460	NC_002516.2	520737	521315	+	579	2	0	0	0	0	0
PA0461	NC_002516.2	521630	522517	-	888	4	4	4	0	2	6
PA0462	NC_002516.2	522660	523169	+	510	2	4	4	6	5	4
PA0463	NC_002516.2	523254	523943	+	690	2	2	0	0	2	0
PA0464	NC_002516.2	523943	525367	+	1425	6	6	0	2	6	6
PA0465	NC_002516.2	525469	526827	+	1359	0	0	0	0	0	0
PA0466	NC_002516.2	526877	527179	+	303	0	0	0	2	0	0
PA0467	NC_002516.2	527324	527944	-	621	0	0	0	0	0	0
PA0468	NC_002516.2	527963	528913	-	951	0	0	0	0	0	0
PA0469	NC_002516.2	528999	529856	+	858	2	2	0	2	2	4
PA0470	NC_002516.2	530029	532437	-	2409	0	2	4	2	6	6
PA0471	NC_002516.2	532541	533512	-	972	0	0	2	0	0	0
PA0472	NC_002516.2	533509	534027	-	519	0	0	0	0	0	0
PA0473	NC_002516.2	534196	534945	+	750	2	0	6	4	2	4
PA0474	NC_002516.2	535085	535489	+	405	0	0	0	0	0	0
PA0475	NC_002516.2	535539	536108	+	570	0	0	0	0	0	0
PA0476	NC_002516.2	536142	537869	-	1728	0	1	0	0	0	0
PA0477	NC_002516.2	538217	539143	-	927	4	0	0	0	4	0
PA0478	NC_002516.2	539231	539707	+	477	0	0	0	0	0	2
PA0479	NC_002516.2	539785	540735	-	951	0	0	0	0	0	0
PA0480	NC_002516.2	540839	541636	+	798	0	0	0	0	0	0
PA0481	NC_002516.2	541679	542122	+	444	0	0	0	0	0	0
PA0482	NC_002516.2	542170	544347	-	2178	37	22	25	32	22	31
PA0483	NC_002516.2	544654	545097	+	444	0	2	2	0	0	0
PA0484	NC_002516.2	545129	545644	+	516	0	2	1	2	0	0
PA0485	NC_002516.2	546334	547230	-	897	0	2	0	0	0	0
PA0486	NC_002516.2	547432	548406	-	975	3	0	0	0	4	2
PA0487	NC_002516.2	548468	549226	-	759	2	0	0	0	0	0
PA0488	NC_002516.2	549294	549614	-	321	0	0	0	0	0	0
PA0489	NC_002516.2	549656	550381	-	726	0	0	0	0	0	0
PA0490	NC_002516.2	550520	550813	-	294	2	0	0	0	2	0
PA0491	NC_002516.2	550867	551793	-	927	0	0	2	2	6	0
PA0492	NC_002516.2	551911	552669	+	759	18	4	14	5	12	14
PA0493	NC_002516.2	552746	552994	+	249	0	0	0	0	0	0
PA0494	NC_002516.2	553005	554381	+	1377	6	0	0	0	0	0
PA0495	NC_002516.2	554383	555261	+	879	8	2	2	2	0	4
PA0496	NC_002516.2	555251	556228	+	978	4	0	2	0	0	0
PA0497	NC_002516.2	556275	557276	-	1002	0	2	2	2	6	0
PA0498	NC_002516.2	557354	558361	-	1008	2	2	2	4	2	2
PA0499	NC_002516.2	558377	559078	-	702	0	0	2	0	4	0
PA0500	NC_002516.2	559644	560702	+	1059	20	12	16	24	46	46
PA0501	NC_002516.2	560808	562013	+	1206	0	0	2	0	0	0
PA0502	NC_002516.2	562006	562728	+	723	0	0	0	0	0	2
PA0503	NC_002516.2	562721	563545	+	825	2	1	0	1	0	1
PA0504	NC_002516.2	563549	564235	+	687	0	0	0	0	0	0
PA0505	NC_002516.2	564344	564574	+	231	6	4	3	4	0	11
PA0506	NC_002516.2	564914	566719	+	1806	64	43	36	55	61	46
PA0507	NC_002516.2	566932	568728	+	1797	2	0	0	6	2	8
PA0508	NC_002516.2	569002	570780	+	1779	0	6	0	4	2	0
PA0509	NC_002516.2	571111	572592	-	1482	32	26	16	16	24	16
PA0510	NC_002516.2	572583	573422	-	840	0	0	1	0	0	0
PA0511	NC_002516.2	573433	574596	-	1164	4	5	2	0	4	4
PA0512	NC_002516.2	574590	575105	-	516	5	7	2	1	0	1
PA0513	NC_002516.2	575080	575523	-	444	6	1	1	1	5	3
PA0514	NC_002516.2	575516	576040	-	525	5	0	0	0	0	2
PA0515	NC_002516.2	576037	576489	-	453	8	0	8	2	9	2
PA0516	NC_002516.2	576498	577676	-	1179	10	8	0	6	2	16
PA0517	NC_002516.2	577673	578032	-	360	4	3	1	0	5	11
PA0518	NC_002516.2	578029	578343	-	315	3	0	2	0	3	3
PA0519	NC_002516.2	578394	580100	-	1707	318	224	117	105	118	151
PA0520	NC_002516.2	580316	581098	+	783	12	6	2	14	8	12
PA0521	NC_002516.2	581133	581660	+	528	4	0	0	0	6	8
PA0522	NC_002516.2	581668	581925	+	258	2	0	0	0	0	2
PA0523	NC_002516.2	582015	582455	+	441	23	30	6	31	32	49
PA0524	NC_002516.2	582455	583855	+	1401	41	33	23	25	22	28
PA0525	NC_002516.2	583857	585695	+	1839	0	10	8	2	7	14
PA0526	NC_002516.2	585702	585896	-	195	2	0	2	2	0	0
PA0527	NC_002516.2	585980	586663	-	684	6	4	6	0	8	6
PA0527.1	NC_002516.2	586867	586990	+	124	120	88	54	84	107	232
PA0528	NC_002516.2	587017	587895	-	879	0	4	0	2	0	0
PA0529	NC_002516.2	587997	588698	+	702	17	18	14	10	6	11
PA0530	NC_002516.2	588924	590105	+	1182	0	0	0	0	1	0
PA0531	NC_002516.2	590105	590821	+	717	0	0	0	0	0	0
PA0532	NC_002516.2	590896	591402	-	507	14	16	16	4	0	0
PA0533	NC_002516.2	591445	592935	+	1491	0	0	0	0	0	0
PA0534	NC_002516.2	593273	594562	+	1290	0	2	0	5	2	7
PA0535	NC_002516.2	594580	595134	+	555	0	0	1	1	1	3
PA0536	NC_002516.2	595245	596270	-	1026	0	0	0	0	5	0
PA0537	NC_002516.2	596274	596882	-	609	6	8	6	4	4	6
PA0538	NC_002516.2	596970	597479	-	510	2	2	2	0	0	0
PA0539	NC_002516.2	597708	598538	+	831	0	0	0	0	0	0
PA0540	NC_002516.2	598608	598994	+	387	0	0	0	0	0	0
PA0541	NC_002516.2	599107	599565	+	459	6	0	4	6	0	0
PA0542	NC_002516.2	599757	600176	-	420	56	46	40	22	14	26
PA0543	NC_002516.2	600426	601394	+	969	0	0	0	0	0	2
PA0544	NC_002516.2	601398	602141	-	744	0	0	0	0	1	0
PA0545	NC_002516.2	602346	603650	+	1305	12	4	10	12	19	26
PA0546	NC_002516.2	603706	604896	-	1191	8	10	2	8	10	12
PA0547	NC_002516.2	604912	605913	-	1002	2	0	2	9	10	22
PA0548	NC_002516.2	606160	608157	+	1998	26	12	18	24	23	33
PA0549	NC_002516.2	608157	609221	+	1065	2	0	0	2	0	0
PA0550	NC_002516.2	609202	609999	-	798	0	0	2	0	0	0
PA0551	NC_002516.2	610214	611275	+	1062	0	0	0	0	2	0
PA0552	NC_002516.2	611281	612444	+	1164	2	4	4	6	2	4
PA0553	NC_002516.2	612517	612717	+	201	0	0	0	0	0	0
PA0554	NC_002516.2	612877	613218	+	342	10	2	9	6	0	9
PA0555	NC_002516.2	613338	614402	+	1065	48	32	14	24	30	23
PA0556	NC_002516.2	614468	614950	+	483	0	0	0	0	0	0
PA0557	NC_002516.2	614952	615608	-	657	0	0	0	0	0	0
PA0558	NC_002516.2	615607	616374	+	768	2	0	0	0	0	0
PA0559	NC_002516.2	616371	617549	-	1179	0	0	0	0	1	0
PA0560	NC_002516.2	617662	618150	+	489	5	1	3	2	3	4
PA0561	NC_002516.2	618176	619330	+	1155	6	6	2	6	4	7
PA0562	NC_002516.2	619332	620006	-	675	4	2	0	0	0	0
PA0563	NC_002516.2	620135	620488	-	354	92	42	50	8	12	22
PA0564	NC_002516.2	620666	621577	-	912	0	0	0	0	0	4
PA0565	NC_002516.2	621695	622033	+	339	0	0	0	0	0	0
PA0566	NC_002516.2	622023	622538	-	516	0	0	0	0	0	0
PA0567	NC_002516.2	622726	622884	+	159	2	0	1	0	0	0
PA0568	NC_002516.2	622894	623352	-	459	0	0	0	0	0	0
PA0569	NC_002516.2	623368	623838	-	471	2	0	0	0	0	0
PA0570	NC_002516.2	623852	624199	-	348	0	0	0	0	2	0
PA0571	NC_002516.2	624189	624803	-	615	0	0	0	0	0	2
PA0572	NC_002516.2	624994	627765	-	2772	2	4	0	0	2	2
PA0573	NC_002516.2	628335	628670	-	336	2	0	0	3	2	0
PA0574	NC_002516.2	628763	629884	-	1122	11	6	4	11	10	6
PA0574.1	NC_002516.2	630434	630510	-	77	0	0	0	0	0	0
PA0575	NC_002516.2	630527	634264	-	3738	2	2	0	2	0	2
PA0576	NC_002516.2	634371	636224	-	1854	123	123	77	480	583	811
PA0577	NC_002516.2	636304	638298	-	1995	20	37	41	422	367	606
PA0578	NC_002516.2	638381	638830	-	450	0	4	0	0	0	2
PA0579	NC_002516.2	638900	639115	-	216	6	4	2	4	6	8
PA0580	NC_002516.2	639316	640341	+	1026	2	0	0	0	2	4
PA0581	NC_002516.2	640420	640989	-	570	2	2	0	0	0	0
PA0582	NC_002516.2	641073	641426	+	354	0	0	0	0	0	0
PA0583	NC_002516.2	641417	641959	+	543	0	0	0	2	0	0
PA0584	NC_002516.2	641932	643164	-	1233	0	0	0	0	0	1
PA0585	NC_002516.2	643208	643714	-	507	0	0	0	0	0	0
PA0586	NC_002516.2	643808	645361	-	1554	4	8	6	5	4	6
PA0587	NC_002516.2	645358	646629	-	1272	49	43	17	41	44	48
PA0588	NC_002516.2	646730	648652	-	1923	79	61	33	67	66	77
PA0589	NC_002516.2	648931	649263	-	333	0	4	2	4	0	0
PA0590	NC_002516.2	649307	650158	-	852	8	4	6	6	6	4
PA0591	NC_002516.2	650158	650538	-	381	0	0	0	0	0	0
PA0592	NC_002516.2	650575	651381	-	807	0	2	4	0	0	4
PA0593	NC_002516.2	651497	652483	-	987	0	0	0	0	1	1
PA0594	NC_002516.2	652480	653772	-	1293	46	17	13	21	38	32
PA0595	NC_002516.2	653753	656527	-	2775	205	114	114	110	155	200
PA0596	NC_002516.2	656654	657670	+	1017	4	2	4	0	1	2
PA0597	NC_002516.2	657667	658341	+	675	0	0	0	0	1	0
PA0598	NC_002516.2	658343	659101	+	759	2	0	0	0	0	2
PA0599	NC_002516.2	659102	660163	-	1062	2	0	1	0	0	0
PA0600	NC_002516.2	660315	662708	+	2394	0	2	0	0	0	2
PA0601	NC_002516.2	662754	663386	+	633	2	0	0	2	0	0
PA0602	NC_002516.2	663515	664549	+	1035	0	0	0	2	0	0
PA0603	NC_002516.2	664783	665892	+	1110	4	2	2	0	0	2
PA0604	NC_002516.2	665948	666994	+	1047	0	2	0	0	0	0
PA0605	NC_002516.2	667108	668355	+	1248	0	0	2	0	0	2
PA0606	NC_002516.2	668461	669291	+	831	0	0	0	0	0	0
PA0607	NC_002516.2	669415	670089	+	675	2	0	0	2	0	0
PA0608	NC_002516.2	670089	670907	+	819	0	0	0	2	0	4
PA0609	NC_002516.2	670980	672458	+	1479	34	18	12	28	18	56
PA0610	NC_002516.2	672777	673091	-	315	0	0	2	5	0	1
PA0611	NC_002516.2	673191	673961	-	771	10	4	4	8	0	11
PA0612	NC_002516.2	674419	674619	+	201	0	0	0	0	0	0
PA0613	NC_002516.2	674667	675026	+	360	2	2	10	10	6	10
PA0614	NC_002516.2	675390	675839	+	450	2	0	0	0	2	4
PA0615	NC_002516.2	675861	676376	+	516	4	0	2	0	4	5
PA0616	NC_002516.2	676373	676930	+	558	8	0	2	0	4	2
PA0617	NC_002516.2	677083	677409	+	327	0	0	0	1	2	2
PA0618	NC_002516.2	677406	678293	+	888	2	0	0	1	0	0
PA0619	NC_002516.2	678286	678819	+	534	0	0	0	0	2	0
PA0620	NC_002516.2	678821	680896	+	2076	16	9	6	8	6	8
PA0621	NC_002516.2	680893	681351	+	459	18	20	23	8	15	15
PA0622	NC_002516.2	681394	682554	+	1161	4	6	1	4	0	4
PA0623	NC_002516.2	682567	683070	+	504	1	0	0	0	0	1
PA0624	NC_002516.2	683085	683429	+	345	1	1	2	0	2	2
PA0625	NC_002516.2	683599	685836	+	2238	6	10	6	14	6	10
PA0626	NC_002516.2	685846	686718	+	873	0	0	0	0	0	2
PA0627	NC_002516.2	686693	686899	+	207	0	0	0	0	0	0
PA0628	NC_002516.2	686957	687946	+	990	21	15	7	5	12	11
PA0629	NC_002516.2	687979	688608	+	630	0	0	0	0	0	0
PA0630	NC_002516.2	688605	688967	+	363	0	0	0	0	0	0
PA0631	NC_002516.2	688964	689221	+	258	0	2	0	2	0	1
PA0633	NC_002516.2	689537	690031	+	495	10	14	1	9	6	9
PA0634	NC_002516.2	690043	690390	+	348	23	15	14	18	24	42
PA0635	NC_002516.2	690420	690674	+	255	0	0	0	0	0	2
PA0636	NC_002516.2	690721	692556	+	1836	10	8	8	6	8	6
PA0637	NC_002516.2	692549	692890	+	342	0	0	0	0	0	0
PA0638	NC_002516.2	692898	693593	+	696	0	0	0	0	0	0
PA0639	NC_002516.2	693596	694366	+	771	19	7	9	11	10	7
PA0640	NC_002516.2	694421	695023	+	603	19	11	9	5	6	3
PA0641	NC_002516.2	695082	698696	+	3615	21	7	7	6	14	16
PA0643	NC_002516.2	699744	700835	+	1092	1	3	0	2	5	6
PA0644	NC_002516.2	700835	701170	+	336	1	2	1	0	0	0
PA0645	NC_002516.2	701151	701381	+	231	16	13	5	2	7	8
PA0646	NC_002516.2	701477	702529	+	1053	26	18	20	20	23	20
PA0647	NC_002516.2	702529	702831	+	303	11	5	5	7	9	7
PA0648	NC_002516.2	702828	703058	+	231	6	2	7	3	0	5
PA0649	NC_002516.2	703477	704082	+	606	13	2	8	9	3	9
PA0650	NC_002516.2	704084	705133	+	1050	44	12	26	42	35	73
PA0651	NC_002516.2	705130	705966	+	837	6	4	5	6	8	8
PA0652	NC_002516.2	706028	706672	-	645	38	44	48	18	32	48
PA0653	NC_002516.2	706944	707366	+	423	0	0	0	0	0	0
PA0654	NC_002516.2	707686	708480	+	795	64	37	29	38	51	76
PA0655	NC_002516.2	708535	709182	-	648	54	24	14	26	26	26
PA0656	NC_002516.2	709282	709620	-	339	0	0	0	0	0	0
PA0657	NC_002516.2	709699	711180	+	1482	16	8	4	12	18	28
PA0658	NC_002516.2	711220	712020	-	801	0	0	0	2	0	0
PA0659	NC_002516.2	712081	713157	-	1077	24	14	18	12	6	18
PA0660	NC_002516.2	713279	714247	-	969	2	0	0	0	0	0
PA0661	NC_002516.2	714264	714686	-	423	2	0	2	0	2	2
PA0662	NC_002516.2	714977	716011	+	1035	4	0	0	0	2	0
PA0663	NC_002516.2	716011	716730	+	720	2	0	2	3	2	4
PA0664	NC_002516.2	716731	717153	+	423	105	52	64	73	91	127
PA0665	NC_002516.2	717231	717581	+	351	2	2	0	4	3	3
PA0666	NC_002516.2	717635	718726	-	1092	0	0	2	2	0	2
PA0667	NC_002516.2	718729	720072	-	1344	87	52	43	75	76	107
PA0668	NC_002516.2	720357	721556	+	1200	102	37	46	166	128	340
PA0668.1	NC_002516.2	722096	723631	+	1536	917168	727884	533050	783293	777257	1323439
PA0668.2	NC_002516.2	723696	723772	+	77	28	10	10	2	4	8
PA0668.3	NC_002516.2	723801	723876	+	76	11	4	8	2	18	15
PA0668.4	NC_002516.2	724103	726993	+	2891	3081080	2401220	1891370	2635693	2908502	4623600
PA0668.5	NC_002516.2	727136	727255	+	120	964	778	480	423	706	510
PA0669	NC_002516.2	727608	730703	-	3096	0	0	0	0	0	0
PA0670	NC_002516.2	730679	732094	-	1416	0	0	0	0	0	0
PA0671	NC_002516.2	732102	732653	-	552	0	0	0	0	0	0
PA0672	NC_002516.2	732959	733555	+	597	0	0	0	0	0	0
PA0673	NC_002516.2	733673	733993	-	321	0	0	0	0	0	0
PA0674	NC_002516.2	734159	734875	+	717	0	0	0	0	0	0
PA0675	NC_002516.2	734872	735417	+	546	0	0	0	0	0	0
PA0676	NC_002516.2	735487	736446	+	960	0	0	0	0	0	0
PA0677	NC_002516.2	736456	737097	-	642	0	0	0	0	0	0
PA0678	NC_002516.2	737081	737530	-	450	0	0	0	0	0	0
PA0679	NC_002516.2	737677	738108	+	432	0	0	0	0	0	0
PA0680	NC_002516.2	738111	738485	-	375	0	0	0	0	0	0
PA0681	NC_002516.2	738719	739168	+	450	0	0	0	0	0	0
PA0682	NC_002516.2	739176	740141	+	966	0	0	0	0	0	0
PA0683	NC_002516.2	740203	741348	+	1146	0	0	0	0	0	0
PA0684	NC_002516.2	741335	741928	+	594	0	0	0	0	0	0
PA0685	NC_002516.2	741925	744336	+	2412	0	0	0	0	0	0
PA0686	NC_002516.2	744333	745742	+	1410	0	0	0	0	0	0
PA0687	NC_002516.2	745742	746956	+	1215	0	0	0	0	0	0
PA0688	NC_002516.2	747470	748576	+	1107	0	0	0	0	0	0
PA0689	NC_002516.2	748662	749774	+	1113	0	0	0	0	0	0
PA0690	NC_002516.2	749957	762499	+	12543	0	0	0	0	0	0
PA0691	NC_002516.2	762891	763493	+	603	0	0	0	0	0	0
PA0692	NC_002516.2	763657	765291	+	1635	0	0	0	0	0	0
PA0693	NC_002516.2	765315	767162	+	1848	0	0	0	0	0	0
PA0694	NC_002516.2	767173	767592	+	420	0	0	0	0	0	0
PA0695	NC_002516.2	767601	768347	+	747	0	0	0	0	0	0
PA0696	NC_002516.2	768415	770121	+	1707	0	0	0	0	0	0
PA0697	NC_002516.2	770156	770818	+	663	0	0	0	0	0	0
PA0698	NC_002516.2	770847	771326	+	480	0	0	0	0	0	0
PA0699	NC_002516.2	771331	772275	+	945	0	0	0	0	0	0
PA0700	NC_002516.2	772275	772700	+	426	0	0	0	0	0	0
PA0701	NC_002516.2	772710	773696	+	987	0	0	0	0	0	0
PA0701a	NC_002516.2	773768	774433	+	666	0	0	0	0	0	0
PA0702	NC_002516.2	774416	775321	-	906	0	0	0	0	0	0
PA0703	NC_002516.2	775400	776716	-	1317	0	0	0	0	0	0
PA0704	NC_002516.2	776787	778181	-	1395	0	0	0	0	0	0
PA0705	NC_002516.2	778309	779208	-	900	0	0	0	0	0	0
PA0706	NC_002516.2	779463	780101	-	639	0	0	0	0	0	0
PA0707	NC_002516.2	780194	780973	-	780	0	0	0	0	0	0
PA0708	NC_002516.2	781259	782113	-	855	8	2	2	6	4	4
PA0709	NC_002516.2	782229	782525	+	297	8	5	2	5	9	2
PA0710	NC_002516.2	782570	782965	+	396	81	54	40	62	80	140
PA0711	NC_002516.2	783009	783515	-	507	0	0	0	0	0	0
PA0712	NC_002516.2	783576	783833	-	258	0	0	0	0	2	0
PA0713	NC_002516.2	784173	784466	+	294	156	104	127	183	128	194
PA0714	NC_002516.2	784698	785174	+	477	33	19	23	28	30	47
PA0714.1	NC_002516.2	785498	785570	+	73	2	0	0	0	0	0
PA0715	NC_002516.2	785969	786925	+	957	152	107	92	101	143	197
PA0716	NC_002516.2	786928	788253	+	1326	382	213	243	412	512	841
PA0718	NC_002516.2	789360	789650	+	291	0	0	0	0	0	0
PA0719	NC_002516.2	789654	790031	+	378	0	0	0	2	2	0
PA0720	NC_002516.2	790166	790600	+	435	2	3	4	1	2	2
PA0721	NC_002516.2	790617	790709	+	93	0	0	0	0	0	0
PA0722	NC_002516.2	790722	790973	+	252	112	68	52	83	120	143
PA0723	NC_002516.2	790986	791234	+	249	98	53	20	33	78	92
PA0724	NC_002516.2	791370	792632	+	1263	0	0	2	0	0	2
PA0725	NC_002516.2	792637	792993	+	357	0	0	0	0	0	0
PA0726	NC_002516.2	792997	794271	+	1275	0	0	2	4	7	4
PA0727	NC_002516.2	794501	795793	+	1293	2	3	6	5	8	8
PA0728	NC_002516.2	795793	796776	+	984	0	0	0	0	7	1
PA0729	NC_002516.2	797251	797598	+	348	53	51	35	71	63	61
PA0729.1	NC_002516.2	797721	797794	-	74	0	0	0	0	0	0
PA0730	NC_002516.2	797925	798827	-	903	14	8	6	8	4	8
PA0731	NC_002516.2	799279	800016	-	738	0	4	2	0	2	4
PA0732	NC_002516.2	800096	801139	-	1044	2	0	0	0	0	2
PA0733	NC_002516.2	801275	801967	-	693	0	0	0	0	2	0
PA0734	NC_002516.2	801967	802239	-	273	2	0	4	2	2	0
PA0735	NC_002516.2	802260	803075	-	816	0	0	0	0	0	0
PA0736	NC_002516.2	803072	804148	-	1077	0	0	0	0	0	0
PA0736a	NC_002516.2	804381	804560	+	180	0	0	0	0	0	0
PA0737	NC_002516.2	804656	805111	+	456	0	0	0	0	0	0
PA0738	NC_002516.2	805228	805473	+	246	0	0	0	0	0	0
PA0739	NC_002516.2	805788	806702	-	915	0	0	0	0	1	2
PA0740	NC_002516.2	806805	808781	+	1977	0	0	0	0	0	0
PA0741	NC_002516.2	808816	809457	-	642	0	0	0	0	0	0
PA0742	NC_002516.2	809574	810218	-	645	0	0	0	0	1	0
PA0743	NC_002516.2	810275	811171	-	897	0	0	0	0	0	0
PA0744	NC_002516.2	811283	812386	-	1104	0	2	0	0	0	0
PA0745	NC_002516.2	812445	813263	-	819	2	0	2	0	0	0
PA0746	NC_002516.2	813329	814492	-	1164	0	0	2	2	0	2
PA0747	NC_002516.2	814504	816012	-	1509	0	4	2	0	0	0
PA0748	NC_002516.2	816105	817025	+	921	2	2	0	0	0	0
PA0749	NC_002516.2	817082	817903	+	822	1	0	2	0	0	0
PA0750	NC_002516.2	818003	818698	+	696	0	0	0	2	0	4
PA0751	NC_002516.2	818825	819862	-	1038	0	0	0	0	0	0
